区域,小区名称,房屋户型,面积,朝向,楼层,电梯,租金
朝阳,金蝉里,1室1厅1卫,54㎡,北,低楼层/21层,有,4500
朝阳,周庄嘉园7号院,1室1厅1卫,57㎡,南,低楼层/28层,有,4800
朝阳,管庄西里,2室1厅1卫,84㎡,东,低楼层/24层,有,4500
东城,天天家园,1室1厅1卫,67㎡,北,低楼层/11层,有,5300
朝阳,燕保祈东家园,2室1厅1卫,76㎡,南,低楼层/28层,有,5000
朝阳,潘家园东里,1室1厅1卫,48㎡,南,高楼层/18层,有,4700
朝阳,乐栋300,2房间1卫,47㎡,西,中楼层/4层,有,4500
朝阳,垡头北里,2室1厅1卫,70㎡,南北,高楼层/6层,无,4700
朝阳,松榆东里,1室1厅1卫,49㎡,东南,中楼层/18层,有,4600
丰台,桃源里,1室1厅1卫,44㎡,南,低楼层/6层,无,3200
东城,天坛西里东区,1室1厅1卫,40㎡,南,低楼层/6层,无,4300
丰台,东高地,2室1厅1卫,63㎡,南北,低楼层/6层,无,3800
朝阳,潘家园小区,1室1厅1卫,40㎡,南,低楼层/6层,无,4800
大兴,兴政西里,2室1厅1卫,67㎡,南北,高楼层/6层,无,3100
丰台,桃源里,2室1厅1卫,54㎡,南,中楼层/6层,无,3800
东城,龙潭西里,1室1厅1卫,45㎡,西北,中楼层/6层,无,4800
大兴,红星养鸡场宿舍楼,3室1厅1卫,72㎡,南北,中楼层/6层,无,2500
大兴,黄村西里,2室1厅1卫,55㎡,南,高楼层/5层,无,3000
朝阳,乐想汇,2房间1卫,52㎡,西,高楼层/18层,有,5000
东城,柏林寺西,1室1厅1卫,45㎡,南,中楼层/16层,有,5500
西城,四平园,1室1厅1卫,41㎡,东西,地下室/6层,无,4600
朝阳,石佛营西里小区,1室1厅1卫,51㎡,南北,高楼层/6层,无,4600
顺义,裕龙二区,3室1厅1卫,94㎡,南北,高楼层/6层,无,3100
海淀,太平路甲20号院,1室1厅1卫,41㎡,南,中楼层/6层,无,4200
昌平,永安里小区,2室1厅1卫,78㎡,南北,高楼层/5层,无,3000
昌平,东关南里小区,2室1厅1卫,58㎡,西南,高楼层/6层,无,2800
丰台,亿城天筑,2房间1卫,43㎡,西,高楼层/4层,无,3800
丰台,五里店南里,1室1厅1卫,44㎡,南,中楼层/6层,无,3700
丰台,五里店,2室1厅1卫,50㎡,南,中楼层/6层,无,3600
朝阳,垡头西里三区,2室1厅1卫,56㎡,南,中楼层/6层,无,4500
朝阳,松榆里,1室1厅1卫,45㎡,南北,高楼层/6层,无,5000
西城,四平园,1室1厅1卫,42㎡,北,地下室/6层,无,4400
丰台,梅源里小区,2室1厅1卫,58㎡,南,高楼层/7层,无,3300
朝阳,双惠小区,1室1厅1卫,55㎡,东西,高楼层/6层,无,4600
朝阳,翠成馨园E区,1室1厅1卫,59㎡,南,中楼层/28层,有,4600
朝阳,旭辉奥都,2房间1卫,50㎡,东,高楼层/10层,有,5000
房山,文化路社区,2室1厅1卫,54㎡,南北,高楼层/6层,无,2000
东城,绿景苑,1室1厅1卫,36㎡,北,中楼层/12层,有,4700
东城,西革新里110号院,2室1厅1卫,60㎡,南北,中楼层/6层,无,5200
朝阳,周庄嘉园7号院,1室1厅1卫,50㎡,南,低楼层/18层,有,4400
朝阳,旭辉奥都,2房间1卫,50㎡,东,高楼层/10层,有,5000
房山,文化路社区,2室1厅1卫,54㎡,南北,高楼层/6层,无,2000
朝阳,周庄嘉园7号院,1室1厅1卫,50㎡,南,低楼层/18层,有,4400
朝阳,翠成馨园E区,1室1厅1卫,59㎡,南,中楼层/28层,有,4600
朝阳,垡头北里,2室1厅1卫,60㎡,南北,高楼层/6层,无,4400
丰台,万源东里,2室1厅1卫,60㎡,南北,高楼层/5层,无,3800
海淀,玉泉路16号院,1室1厅1卫,40㎡,南,高楼层/5层,无,4200
东城,绿景苑,1室1厅1卫,36㎡,北,中楼层/12层,有,4700
东城,西革新里110号院,2室1厅1卫,60㎡,南北,中楼层/6层,无,5200
朝阳,北京建筑木材总厂宿舍,1室1厅1卫,50㎡,南北,高楼层/6层,无,4800
东城,安乐林头条2号院,2室1厅1卫,58㎡,南北,低楼层/6层,无,5200
东城,和平里七区,1室1厅1卫,44㎡,东,低楼层/6层,无,5500
西城,右安门内西街甲2号院,1室1厅1卫,40㎡,南,中楼层/6层,无,4500
东城,东革新里40号院,2室1厅1卫,59㎡,南北,高楼层/6层,无,5000
东城,西营房,1室0厅1卫,36㎡,北,中楼层/17层,有,5400
昌平,东关北里小区,2室1厅1卫,63㎡,东西,高楼层/6层,无,3000
朝阳,京通苑,2室1厅1卫,87㎡,西南,高楼层/24层,有,5000
西城,右安门内大街,1室1厅1卫,46㎡,南,高楼层/6层,无,4500
朝阳,磨房南里,1室1厅1卫,44㎡,东南,中楼层/6层,无,4600
丰台,万源南里,2室1厅1卫,63㎡,南,中楼层/6层,无,3900
朝阳,石佛营东里小区,1室1厅1卫,48㎡,南北,低楼层/6层,无,4500
朝阳,扬州水乡,2室1厅1卫,84㎡,南北,低楼层/6层,无,3600
西城,白菜湾社区,1室1厅1卫,43㎡,西,中楼层/6层,无,4200
朝阳,双龙南里,1室1厅1卫,46㎡,南,高楼层/6层,无,4300
东城,和平里三区,1室1厅1卫,41㎡,东南,中楼层/6层,无,5000
亦庄开发区,贵园南里丙区,2室1厅1卫,60㎡,南北,高楼层/6层,无,4000
朝阳,江南山水,2室1厅1卫,68㎡,南,高楼层/12层,有,5000
丰台,南苑北里二区,1室1厅1卫,47㎡,南,中楼层/6层,无,3200
朝阳,周井大院,2室1厅1卫,64㎡,南北,高楼层/5层,无,5000
朝阳,农光里,1室1厅1卫,41㎡,南北,低楼层/6层,无,5000
朝阳,京通苑,2室1厅1卫,87㎡,西南,高楼层/24层,有,5000
朝阳,馨岛苑,1室1厅1卫,71㎡,南,高楼层/11层,有,5000
朝阳,扬州水乡,2室1厅1卫,84㎡,南北,低楼层/6层,无,3600
朝阳,远洋一方润园2号院,1室1厅1卫,63㎡,南,低楼层/14层,有,5000
丰台,新村四里,1室1厅1卫,40㎡,南,中楼层/6层,无,3300
朝阳,周井大院,2室1厅1卫,64㎡,南北,高楼层/5层,无,5000
朝阳,顺源里,1室1厅1卫,37㎡,南,低楼层/6层,无,4800
朝阳,北京建筑木材总厂宿舍,1室1厅1卫,50㎡,南北,高楼层/6层,无,4800
顺义,双兴北区,2室1厅1卫,70㎡,南北,中楼层/6层,无,3000
朝阳,垡头北里,2室1厅1卫,60㎡,南,高楼层/6层,无,4500
朝阳,绿岛苑东区,2室1厅1卫,58㎡,南北,高楼层/6层,无,4500
朝阳,定福庄南里3号院,2室1厅1卫,53㎡,南,中楼层/5层,无,4500
昌平,清秀园南区,3室2厅1卫,134㎡,南北,地下室/5层,无,3000
大兴,林校北里,2室1厅1卫,61㎡,南北,高楼层/6层,无,3000
丰台,东高地,2室1厅1卫,60㎡,南北,中楼层/4层,无,3600
西城,平原里小区,1室1厅1卫,48㎡,南北,低楼层/6层,无,4800
朝阳,管庄西里,2室1厅1卫,66㎡,南,高楼层/7层,无,4600
朝阳,聚福苑,1室1厅1卫,60㎡,南,低楼层/11层,无,5000
朝阳,平乐园小区,1室1厅1卫,47㎡,东西,高楼层/6层,无,4700
丰台,天兴家园,1室1厅1卫,50㎡,东,中楼层/25层,有,3900
丰台,程庄路3号院,2室1厅1卫,61㎡,南北,高楼层/6层,无,3800
朝阳,朝丰家园,2室1厅1卫,79㎡,南北,高楼层/14层,有,4500
亦庄开发区,荣京丽都,2房间1卫,45㎡,西南,中楼层/27层,有,4000
朝阳,恒大领寓,1室1厅1卫,50㎡,东,中楼层/13层,有,4600
东城,西革新里108号院,2室1厅1卫,56㎡,南北,高楼层/6层,无,5200
朝阳,松榆西里,1室1厅1卫,56㎡,东,中楼层/6层,无,4600
海淀,巨山馨苑,1室1厅1卫,60㎡,南,高楼层/6层,无,4500
朝阳,八里庄北里小区,1室1厅1卫,62㎡,东,低楼层/12层,有,4600
朝阳,周庄嘉园7号院,1室1厅1卫,56㎡,南,低楼层/28层,有,4500
朝阳,松榆里,1室1厅1卫,45㎡,南,低楼层/18层,有,4000
东城,西革新里108号院,2室1厅1卫,56㎡,南北,高楼层/6层,无,5200
朝阳,聚福苑,1室1厅1卫,60㎡,南,低楼层/11层,无,5000
朝阳,恒大领寓,1室1厅1卫,50㎡,东,中楼层/13层,有,4600
朝阳,八里庄北里小区,1室1厅1卫,50㎡,南,高楼层/6层,无,4800
东城,幸福北里,1室1厅1卫,46㎡,南,高楼层/6层,无,5000
东城,大雅宝胡同,1室1厅0卫,15㎡,北,低楼层/1层,无,4000
房山,昊天嘉园,1室1厅1卫,31㎡,北,低楼层/6层,无,2300
朝阳,东柳西里,1室1厅1卫,41㎡,南,中楼层/5层,无,3400
房山,长虹东路乙1号,2室2厅1卫,94㎡,南北,高楼层/6层,无,2600
大兴,滨河东里,1室1厅1卫,44㎡,南,中楼层/6层,无,2800
朝阳,农光里,1室1厅1卫,51㎡,南,低楼层/12层,有,4500
丰台,葛村西里,1室1厅1卫,29㎡,北,低楼层/3层,无,3000
朝阳,定福庄西里2号院,2室1厅1卫,57㎡,东西,高楼层/6层,无,4400
大兴,盛春坊,2室1厅1卫,60㎡,南北,中楼层/6层,无,3000
东城,望陶园小区,2室1厅1卫,75㎡,南,低楼层/18层,有,5500
石景山,模式口西里,2室1厅1卫,55㎡,南,高楼层/6层,无,3500
朝阳,金蝉北里,1室1厅1卫,50㎡,南北,高楼层/6层,无,4800
大兴,联港嘉园C区,2室1厅1卫,87㎡,南北,低楼层/12层,有,3200
顺义,东亚首航国际,2房间1卫,68㎡,南,低楼层/10层,有,3000
朝阳,平乐园小区,1室1厅1卫,47㎡,东西,高楼层/6层,无,5000
通州,艺苑西街9号院,1室1厅1卫,41㎡,南,高楼层/6层,无,2700
大兴,双河南里,2室1厅1卫,78㎡,东,高楼层/6层,有,3100
东城,富莱茵花园,2室0厅1卫,52㎡,东南,低楼层/21层,有,5300
朝阳,康营家园A区,2室1厅1卫,82㎡,南北,低楼层/6层,无,5500
顺义,首开中晟广场,1室1厅1卫,45㎡,西,低楼层/13层,有,3100
丰台,高鑫家园,1室0厅1卫,46㎡,南,中楼层/7层,有,3800
丰台,银地家园,1室1厅1卫,44㎡,东北,高楼层/13层,有,3500
门头沟,中昂时代广场,2房间1卫,34㎡,南,中楼层/19层,有,2500
门头沟,高家园东街1号院,1室1厅1卫,41㎡,南,低楼层/8层,有,2500
门头沟,月季园东里,1室1厅1卫,42㎡,南,低楼层/6层,无,2400
西城,建功南里,1室1厅1卫,49㎡,东南,低楼层/16层,有,4800
西城,广安门外南街67号院,2室1厅1卫,49㎡,东北,高楼层/6层,无,4800
朝阳,东郊木材厂宿舍,1室1厅1卫,36㎡,南,中楼层/5层,有,3600
门头沟,中门家园,1室1厅1卫,45㎡,南,中楼层/11层,有,2400
门头沟,高家园东街1号院,1室1厅1卫,41㎡,南,低楼层/8层,有,2500
西城,南滨河路,1室1厅1卫,41㎡,东,高楼层/6层,无,4200
门头沟,石泉砖厂B1区,1室1厅1卫,45㎡,南,低楼层/6层,无,2400
顺义,首开中晟广场,1室1厅1卫,44㎡,西,低楼层/14层,有,3000
顺义,首开中晟广场,1室1厅1卫,47㎡,北,中楼层/13层,有,3100
房山,加州水郡金桥国际酒店,1室0厅0卫,52㎡,南,低楼层/16层,有,2300
朝阳,东郊木材厂宿舍,2室1厅1卫,53㎡,南北,中楼层/5层,无,5000
丰台,西宏苑,1室1厅1卫,51㎡,西,高楼层/6层,无,3800
顺义,首开中晟广场,1室1厅1卫,44㎡,西,低楼层/14层,有,2800
石景山,隆恩寺18号院,2室1厅1卫,51㎡,南,中楼层/6层,无,3500
西城,新风南里,1室1厅1卫,30㎡,北,地下室/6层,无,4500
门头沟,城子大街90号院,1室1厅1卫,40㎡,南,低楼层/26层,无,2300
房山,北关东路社区,1室1厅1卫,36㎡,南,中楼层/5层,无,2000
房山,宜春里,2室1厅1卫,53㎡,南北,高楼层/6层,无,2000
门头沟,城子大街90号院,1室1厅1卫,41㎡,南,高楼层/26层,无,2200
房山,明源北里,2室1厅1卫,51㎡,南,高楼层/5层,无,2000
房山,明源路2号楼,1室1厅1卫,39㎡,南北,中楼层/5层,无,2500
朝阳,广播大院,1室1厅1卫,53㎡,南北,高楼层/6层,无,4200
顺义,首创派尚国际,2室1厅2卫,42㎡,西,高楼层/11层,有,2700
顺义,顺兴街17号院,1室1厅1卫,51㎡,南,中楼层/23层,有,2600
顺义,首创派尚国际,1室1厅1卫,42㎡,东,低楼层/11层,有,3000
顺义,首创派尚国际,1室1厅1卫,42㎡,东,中楼层/11层,有,3000
门头沟,石泉砖厂A2区,1室1厅1卫,46㎡,南,中楼层/6层,无,2300
门头沟,滨河楼小区,2室1厅1卫,53㎡,东,低楼层/4层,无,2200
顺义,滨河小区,2室1厅1卫,51㎡,南北,高楼层/6层,无,2300
石景山,北重西厂,1室1厅1卫,43㎡,西,低楼层/6层,无,3600
朝阳,首都机场南路西里,2室1厅1卫,52㎡,南,中楼层/5层,无,3600
门头沟,石泉砖厂A8区,1室1厅1卫,45㎡,南,高楼层/6层,无,2300
大兴,南海家园四里,1室1厅1卫,50㎡,东,高楼层/18层,有,3000
西城,右安门内西街1号院,1室1厅1卫,47㎡,南北,中楼层/7层,无,4700
门头沟,石泉砖厂A10区,1室1厅1卫,50㎡,南,中楼层/11层,有,2300
石景山,北重西厂,1室1厅1卫,41㎡,西,中楼层/6层,无,3700
大兴,众美MIMO公馆,2房间1卫,30㎡,北,中楼层/5层,有,1900
西城,右安门内西街,1室1厅1卫,40㎡,南,中楼层/6层,无,4000
大兴,清逸西园,1室1厅1卫,48㎡,南北,中楼层/6层,无,3100
门头沟,三家店东街8号院,1室1厅1卫,53㎡,南北,高楼层/6层,无,2500
大兴,众美MIMO公馆,2房间1卫,31㎡,北,中楼层/5层,有,2000
丰台,程庄路68号院,1室1厅1卫,36㎡,南,中楼层/6层,无,3100
门头沟,大峪南路,1室1厅1卫,39㎡,南北,中楼层/6层,无,2500
门头沟,大峪南路,1室1厅1卫,44㎡,南,高楼层/16层,有,2100
大兴,南海家园五里,1室1厅1卫,50㎡,西北,中楼层/18层,有,2800
顺义,首开中晟广场,1室1厅1卫,43㎡,西,高楼层/10层,有,2900
大兴,南海家园三里,1室1厅1卫,50㎡,东,高楼层/18层,有,3000
丰台,丰西北里,2室1厅1卫,53㎡,南,中楼层/6层,无,3200
顺义,马坡花园一区,1室1厅1卫,50㎡,南北,低楼层/6层,无,2700
门头沟,金泰丽湾悦栖山,1室0厅1卫,44㎡,南,低楼层/21层,有,2500
顺义,中国铁建顺鑫汇,2室1厅2卫,49㎡,南,低楼层/8层,有,2900
房山,体育场路26号院,2室1厅1卫,50㎡,南,低楼层/5层,无,2300
丰台,卢沟桥南里,1室1厅1卫,40㎡,南,高楼层/6层,无,3100
海淀,溪山嘉园,2室1厅1卫,86㎡,南北,低楼层/4层,无,6200
丰台,南五里店45号院,2室1厅1卫,55㎡,南北,高楼层/6层,无,4500
丰台,城建宿舍,2室1厅1卫,57㎡,南北,高楼层/6层,无,4900
东城,火桥北里,2室1厅1卫,54㎡,东西,中楼层/6层,无,5200
顺义,石园东区,2室1厅1卫,73㎡,南北,高楼层/6层,无,3200
顺义,樱花园二区,2室1厅2卫,69㎡,南北,高楼层/6层,无,3200
丰台,马连道欣园东路,2室1厅1卫,56㎡,南北,中楼层/6层,无,4500
石景山,燕山水泥厂,2室1厅1卫,62㎡,南北,中楼层/5层,无,3800
朝阳,望京西园一区,1室1厅1卫,59㎡,北,低楼层/28层,有,6500
朝阳,胜古北里,2室1厅1卫,52㎡,南北,高楼层/6层,无,6300
朝阳,金隅凤麟洲,1室0厅1卫,39㎡,东,中楼层/9层,有,5100
顺义,馨港庄园三区,1室0厅1卫,42㎡,南,低楼层/6层,无,2100
丰台,首开玲珑汇,1房间1卫,45㎡,东,中楼层/6层,有,3400
海淀,正源尚峰尚水,1房间1卫,32㎡,东,低楼层/10层,有,3500
通州,东亚尚品台湖,2房间1卫,39㎡,南北,高楼层/15层,有,2500
顺义,龙湖香醍漫步四区南区,1室0厅1卫,37㎡,南,高楼层/8层,有,2300
海淀,大牛坊二期,1室0厅1卫,44㎡,南,高楼层/11层,有,4200
大兴,东亚五环国际,1房间1卫,35㎡,东,高楼层/20层,有,3000
昌平,第二福利院家属楼,2室1厅1卫,79㎡,南北,中楼层/10层,有,3200
东城,永定门东街东里,2室1厅1卫,53㎡,南,低楼层/4层,无,4800
丰台,红星北里,2室1厅1卫,88㎡,南北,中楼层/6层,无,3600
朝阳,东一时区,2室1厅1卫,84㎡,西北,中楼层/22层,有,5000
顺义,裕龙三区,2室1厅1卫,70㎡,南北,中楼层/6层,无,3000
朝阳,瑞祥里,2室1厅1卫,93㎡,南北,低楼层/6层,无,5000
朝阳,燕保祈东家园二期,2室1厅1卫,77㎡,南,中楼层/28层,有,5000
西城,广安门外南街,2室1厅1卫,55㎡,南北,高楼层/5层,无,4500
朝阳,石佛营东里小区,1室1厅1卫,50㎡,南,中楼层/18层,有,4600
东城,长青园,1室1厅1卫,44㎡,南北,高楼层/5层,无,5100
东城,复康南里,2室1厅1卫,48㎡,南,中楼层/6层,无,4800
朝阳,双龙南里,2室1厅1卫,56㎡,南北,中楼层/6层,无,4700
昌平,西关北路,2室1厅1卫,68㎡,南北,低楼层/6层,无,3000
房山,西潞园一里,2室1厅1卫,54㎡,南北,高楼层/6层,无,2400
房山,月华小区,2室2厅1卫,82㎡,南北,高楼层/6层,无,2600
大兴,海子角南里,2室1厅1卫,77㎡,南,中楼层/6层,无,3000
朝阳,周庄嘉园东里C区,1室1厅1卫,54㎡,南北,高楼层/6层,无,4600
大兴,兴政东里,2室1厅1卫,69㎡,南北,高楼层/7层,无,3000
大兴,车站南里,2室1厅1卫,76㎡,南北,高楼层/6层,无,2800
大兴,车站南里,2室1厅1卫,76㎡,南北,高楼层/6层,无,2800
大兴,海子角西里,2室1厅1卫,85㎡,南北,高楼层/6层,无,2800
大兴,海子角南里,2室1厅1卫,77㎡,南,中楼层/6层,无,3000
朝阳,周庄嘉园东里C区,1室1厅1卫,54㎡,南北,高楼层/6层,无,4600
朝阳,管庄西里,2室1厅1卫,62㎡,南北,高楼层/6层,无,4800
朝阳,周庄嘉园东里B区,1室1厅1卫,54㎡,西南,中楼层/6层,无,4900
朝阳,管庄东里,2室0厅1卫,52㎡,东西,低楼层/3层,无,4300
朝阳,农光里,1室1厅1卫,51㎡,南,中楼层/12层,有,5000
朝阳,绿岛苑东区,1室1厅1卫,40㎡,南北,高楼层/6层,无,4200
朝阳,双龙南里,2室1厅1卫,53㎡,西南,中楼层/12层,有,5100
西城,马连道中里,1室1厅1卫,41㎡,南,高楼层/18层,有,4500
东城,永定门外大街,2室1厅1卫,54㎡,东西,高楼层/6层,无,5300
丰台,设计师广场,1室0厅1卫,38㎡,东南西南,高楼层/26层,有,3800
朝阳,潘家园南里,1室1厅1卫,45㎡,南,高楼层/6层,无,4700
朝阳,康泉小区,2室1厅1卫,77㎡,东北,高楼层/28层,有,5000
朝阳,燕保祈东家园二期,2室1厅1卫,80㎡,南北,中楼层/28层,有,4600
石景山,模式口东里,2室1厅1卫,52㎡,东西,中楼层/6层,无,3600
丰台,卢沟桥北里,2室1厅1卫,65㎡,南北,高楼层/5层,无,3500
朝阳,石佛营西里小区,1室1厅1卫,53㎡,南北,低楼层/15层,有,5100
丰台,五里店南里,2室1厅1卫,60㎡,南北,中楼层/6层,无,3600
房山,西潞园二里,2室1厅1卫,73㎡,南北,高楼层/6层,无,2400
房山,文化路社区,2室1厅1卫,49㎡,南北,高楼层/6层,无,2200
朝阳,定福庄北里2号院,2室1厅1卫,68㎡,南,低楼层/3层,无,4800
房山,月华小区,2室2厅1卫,81㎡,南北,高楼层/6层,无,2600
东城,西草市东街甲34号院,1室1厅1卫,39㎡,东,低楼层/6层,无,4800
昌平,东环路小区,2室0厅1卫,51㎡,南,高楼层/5层,无,2800
朝阳,石佛营西里小区,1室1厅1卫,49㎡,南北,低楼层/6层,无,4800
朝阳,定福庄北里2号院,2室1厅1卫,60㎡,南,高楼层/6层,无,4800
朝阳,管庄西里,2室1厅1卫,72㎡,南,中楼层/6层,无,5000
顺义,建新南区,2室1厅1卫,61㎡,南北,中楼层/6层,无,2600
东城,定安里,2室1厅1卫,55㎡,南北,高楼层/6层,无,4900
朝阳,杨闸新村,1室1厅1卫,61㎡,南,低楼层/18层,有,4300
朝阳,瑞祥里,2室1厅1卫,81㎡,南北,高楼层/6层,无,4200
朝阳,曙光里,1室1厅1卫,44㎡,东南,高楼层/18层,有,5600
朝阳,甜水园东里,2室1厅1卫,55㎡,南北,高楼层/6层,无,6300
通州,怡乐北街,2室1厅1卫,68㎡,南北,高楼层/6层,无,3600
朝阳,八里庄南里,2室1厅1卫,60㎡,南北,高楼层/6层,无,5600
西城,四平园,1室1厅1卫,48㎡,南,中楼层/6层,无,4900
朝阳,南十里居,2室1厅1卫,54㎡,南北,高楼层/6层,无,5800
石景山,永乐东区,2室1厅1卫,49㎡,西,低楼层/6层,无,4100
大兴,鸿坤理想城八期,1室1厅1卫,58㎡,南北,中楼层/24层,有,3500
海淀,清缘里中区,3室1厅1卫,72㎡,南北,地下室/10层,有,5000
西城,北礼士路,1室1厅1卫,44㎡,东,中楼层/16层,有,5200
朝阳,高家园五区,2室1厅1卫,61㎡,东南西北,中楼层/6层,无,6200
丰台,蒲黄榆四里,2室1厅1卫,59㎡,东西,低楼层/6层,无,4600
朝阳,保利嘉园三号院,2室1厅1卫,66㎡,南,高楼层/11层,有,6000
大兴,兴海园,3室1厅1卫,91㎡,南北,低楼层/6层,无,3600
丰台,珠江骏景中区,1室1厅1卫,66㎡,西东北,低楼层/24层,有,4900
朝阳,南郎家园,2室1厅1卫,51㎡,南,中楼层/5层,无,6300
西城,北露园,1室1厅1卫,40㎡,东,低楼层/6层,无,5300
西城,太平街20号旁门,1室1厅1卫,46㎡,东西,高楼层/6层,无,3900
东城,新景家园东区,1室0厅1卫,27㎡,西,高楼层/15层,有,5200
朝阳,日月东华,1室1厅1卫,61㎡,南,低楼层/21层,有,5500
海淀,粮食局宿舍,1室1厅1卫,37㎡,南,高楼层/6层,无,5700
朝阳,吕营嘉园C区,1室1厅1卫,58㎡,南,低楼层/6层,无,4200
昌平,京科苑,2室1厅1卫,79㎡,南,中楼层/6层,无,3600
房山,碧桂园小区C区,2室1厅1卫,93㎡,东南,低楼层/16层,有,3100
大兴,三合北巷,1室1厅1卫,58㎡,南北,中楼层/17层,有,3600
朝阳,慧忠北里,1室1厅1卫,65㎡,西,高楼层/24层,有,6500
丰台,万柳园小区,2室1厅1卫,62㎡,南北,高楼层/6层,无,5000
丰台,南庭新苑南区,2室1厅1卫,58㎡,南,高楼层/16层,有,4600
海淀,金沟河3号院,2室1厅1卫,60㎡,南北,高楼层/6层,无,5300
西城,永居东里,2室1厅1卫,50㎡,南北,高楼层/6层,无,5500
西城,六铺炕二区,1室1厅1卫,38㎡,南,高楼层/6层,无,5500
朝阳,汽修一厂宿舍,2室1厅1卫,64㎡,南北,高楼层/6层,无,6200
海淀,金沟河3号院,2室1厅1卫,58㎡,南北,中楼层/6层,无,5800
丰台,南庭新苑南区,2室1厅1卫,58㎡,南,高楼层/16层,有,4700
西城,牛街东里,1室1厅1卫,57㎡,西南,中楼层/19层,有,5200
海淀,玉海园二里,2室1厅1卫,62㎡,南北,低楼层/6层,无,5800
海淀,志新西路七号院,2室1厅1卫,43㎡,南,低楼层/6层,无,6100
大兴,众美MIMO公馆,1房间1卫,60㎡,南,高楼层/5层,有,2400
大兴,黄村中里,2室1厅1卫,60㎡,南北,中楼层/6层,无,3600
朝阳,建东苑,2室2厅1卫,84㎡,东西,高楼层/6层,无,5500
通州,探矿家属院,2室1厅1卫,54㎡,南,中楼层/5层,无,3300
东城,保利蔷薇,1室1厅1卫,49㎡,北,高楼层/9层,有,6000
朝阳,农光东里,2室1厅1卫,60㎡,东北,低楼层/18层,有,6200
东城,广渠家园,1室1厅1卫,49㎡,西,低楼层/18层,有,5800
昌平,商业宿舍楼,2室1厅1卫,50㎡,南,中楼层/4层,无,3300
朝阳,松榆西里,2室1厅1卫,51㎡,南,中楼层/6层,无,5750
石景山,五芳园,1室1厅1卫,48㎡,西,低楼层/6层,无,3800
昌平,北亚花园,2室1厅1卫,73㎡,南北,中楼层/7层,无,3300
昌平,北亚花园,2室1厅1卫,81㎡,南北,高楼层/6层,无,3335
朝阳,风格派,1室0厅1卫,53㎡,南,低楼层/19层,有,6000
丰台,南庭新苑北区,2室1厅1卫,61㎡,南,高楼层/16层,有,4800
海淀,田村半壁店90号院,1室1厅1卫,43㎡,南,低楼层/6层,无,4700
海淀,小营东路5号院,2室1厅1卫,54㎡,南北,中楼层/5层,无,5400
朝阳,北京新天地一期,1室2厅1卫,67㎡,西北,中楼层/28层,有,5300
海淀,小南庄社区,1室1厅1卫,58㎡,南北,地下室/6层,无,4800
东城,兴隆都市馨园,1室0厅1卫,39㎡,南,中楼层/7层,有,4700
顺义,港馨家园东区,2室1厅1卫,110㎡,东南,高楼层/16层,有,3000
朝阳,绿丰家园,2室1厅1卫,90㎡,南北,低楼层/6层,无,4500
大兴,辛店小区,2室1厅1卫,74㎡,南北,高楼层/6层,无,3000
顺义,水色时光四区,2室2厅2卫,103㎡,南北,低楼层/11层,有,3000
顺义,石园西区,2室1厅1卫,61㎡,东南,中楼层/6层,无,3000
朝阳,红松园1号院,2室2厅1卫,70㎡,南北,低楼层/6层,无,5000
顺义,滨河小区,2室1厅1卫,73㎡,南北,中楼层/6层,无,3100
顺义,石园西区,2室1厅1卫,65㎡,南北,高楼层/6层,无,2500
大兴,罗奇营社区一区,2室1厅1卫,82㎡,南北,高楼层/6层,无,2900
朝阳,柏阳景园,2室1厅1卫,84㎡,南北,高楼层/5层,无,4500
顺义,滨河小区,1室1厅1卫,70㎡,南北,中楼层/5层,无,2800
顺义,水色时光四区,2室1厅2卫,102㎡,南北,低楼层/11层,有,3000
顺义,马坡花园二区,2室2厅1卫,85㎡,南北,中楼层/5层,无,3000
房山,明源北里,2室1厅1卫,55㎡,南北,高楼层/6层,无,2400
大兴,观音寺小区,2室1厅1卫,77㎡,南,高楼层/6层,无,3000
大兴,敬贤里,2室0厅1卫,56㎡,南北,中楼层/4层,无,2800
大兴,御园小区,2室2厅1卫,85㎡,南北,高楼层/15层,无,2900
大兴,首创悦都汇,2室1厅1卫,75㎡,南,低楼层/1层,无,3000
房山,行宫园三里,2室1厅1卫,71㎡,南北,高楼层/6层,无,2400
顺义,石园南区,1室2厅1卫,67㎡,南北,中楼层/6层,无,3100
顺义,滨河小区,1室1厅1卫,60㎡,南北,高楼层/6层,无,2600
房山,吴店西里,2室1厅1卫,107㎡,南北,中楼层/6层,无,2500
房山,花园巷小区,3室1厅1卫,84㎡,南北,低楼层/6层,无,2500
亦庄开发区,宏仁家园,2室1厅1卫,90㎡,南北,中楼层/28层,有,3800
顺义,石园北区,2室1厅1卫,70㎡,南北,低楼层/6层,无,3000
顺义,仓上小区,1室1厅1卫,68㎡,南北,低楼层/6层,无,3000
门头沟,南街铁路小区,2室1厅1卫,55㎡,南北,高楼层/6层,无,2500
顺义,滨河小区,1室1厅1卫,60㎡,南北,低楼层/6层,无,2700
顺义,广厦鑫苑,1室1厅1卫,54㎡,南,低楼层/18层,有,2700
顺义,石园东区,2室1厅1卫,76㎡,南,高楼层/6层,无,2800
顺义,石园西区,2室1厅1卫,70㎡,南北,低楼层/6层,无,3100
大兴,众美MIMO公馆,2房间1卫,63㎡,北,中楼层/5层,有,2300
